time,
20201119_12:25:00.410,	SSID: elecom5g-c7f38d, BSSID: bc:5c:4c:c7:f3:8f, capabilities: [ESS][WPS], level: -49, frequency: 5220	SSID: ASMOUNTAINS_G, BSSID: 74:03:bd:3c:c6:20, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -56, frequency: 2462	SSID: elecom2g-c7f38d, BSSID: bc:5c:4c:c7:f3:8d, capabilities: [ESS][WPS], level: -55, frequency: 2432	SSID: オフィス 2.k, BSSID: fa:8f:ca:34:eb:23, capabilities: [ESS], level: -57, frequency: 2437	SSID: odins-wlan, BSSID: 74:86:0b:4c:79:c4, capabilities: [ESS], level: -59, frequency: 2462	SSID: ASMOUNTAINS_MAE_NGB, BSSID: 34:3d:c4:1f:79:a0, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -60, frequency: 2412	SSID: ASMOUNTAINS_A, BSSID: 74:03:bd:3c:c6:30, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -64, frequency: 5180	SSID: aterm-0ef0a9-a, BSSID: 72:e4:da:bf:06:6b, capabilities: [WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS], level: -68, frequency: 5580	SSID: ASMOUNTAINS, BSSID: 00:1b:8b:b8:ad:99, capabilities: [WPA-PSK-TKIP][ESS], level: -68, frequency: 2452	SSID: Proj6492_p81hMHM8Y4OjAKdOaznviC, BSSID: a0:64:8f:7d:11:89, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS], level: -70, frequency: 2437	SSID: odins-my-division, BSSID: 74:86:0b:4c:79:cf, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -71, frequency: 5280	SSID: Buffalo-G-8BC8, BSSID: 50:c4:dd:28:8b:c9, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -71, frequency: 2452	SSID: odins-wlan, BSSID: 74:86:0b:4c:79:cb, capabilities: [ESS], level: -72, frequency: 5280	SSID: odins-1x, BSSID: 74:86:0b:4c:79:cc, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -72, frequency: 5280	SSID: odins-visitor-1x, BSSID: 74:86:0b:4c:79:cd, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -72, frequency: 5280	SSID: eduroam, BSSID: 74:86:0b:4c:79:ce, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -72, frequency: 5280	SSID: DepEngLab10, BSSID: 6c:e4:da:bf:05:9b, capabilities: [WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -72, frequency: 5580	SSID: オフィス.k, BSSID: fa:8f:ca:6b:80:de, capabilities: [ESS], level: -76, frequency: 2437	SSID: ASMOUNTAINS_MAE_ACNA, BSSID: 34:3d:c4:1f:79:a1, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -77, frequency: 5320	SSID: Buffalo-A-8BC8, BSSID: 50:c4:dd:28:8b:cc, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -77, frequency: 5520	SSID: SPWN_N35_618d6c, BSSID: 6c:e4:da:d2:3c:33, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS], level: -78, frequency: 2437	SSID: odins-wlan, BSSID: 74:86:0b:4d:25:cb, capabilities: [ESS], level: -80, frequency: 5300	SSID: odins-1x, BSSID: 74:86:0b:4d:25:cc, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -80, frequency: 5300	SSID: odins-visitor-1x, BSSID: 74:86:0b:4d:25:cd, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -81, frequency: 5300	SSID: odins-my-division, BSSID: 74:86:0b:4d:25:cf, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -81, frequency: 5300	SSID: eduroam, BSSID: 74:86:0b:4d:25:ce, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -82, frequency: 5300	SSID: , BSSID: 34:76:c5:0d:1c:38, capabilities: [WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS], level: -85, frequency: 5180	SSID: , BSSID: 34:76:c5:0d:01:d0, capabilities: [WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS], level: -86, frequency: 5200	SSID: odins-1x, BSSID: 74:86:0b:4d:37:6c, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -87, frequency: 5260	SSID: eduroam, BSSID: 74:86:0b:4d:37:6e, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -87, frequency: 5260	SSID: odins-visitor-1x, BSSID: 74:86:0b:4d:37:6d, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -89, frequency: 5260	SSID: Pepper-pepperside, BSSID: c0:25:a2:3d:6b:fb, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS], level: -89, frequency: 5180	SSID: odins-visitor-1x, BSSID: 74:86:0b:4c:98:4d, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -89, frequency: 5260	SSID: odins-my-division, BSSID: 74:86:0b:4c:98:4f, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -89, frequency: 5260	SSID: odins-visitor-1x, BSSID: ec:bd:1d:c3:7e:5d, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -89, frequency: 5320	SSID: eduroam, BSSID: ec:bd:1d:c3:7e:5e, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -89, frequency: 5320	SSID: odins-wlan, BSSID: ec:bd:1d:c3:7e:5a, capabilities: [ESS], level: -89, frequency: 5320	SSID: odins-1x, BSSID: 74:86:0b:4c:98:4c, capabilities: [WPA2-EAP-CCMP][RSN-EAP-CCMP][WPA-EAP-TKIP+CCMP][ESS], level: -90, frequency: 5260	SSID: odins-wlan, BSSID: 74:86:0b:4d:37:6b, capabilities: [ESS], level: -91, frequency: 5260	SSID: matstudents2, BSSID: 84:af:ec:cf:9f:98, capabilities: [WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS], level: -91, frequency: 5660	SSID: fujiwara_lab_a, BSSID: b0:c7:45:6f:a9:d8, capabilities: [WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS], level: -95, frequency: 5180
